index,entity,frequency
2253,Gobierno De Juanma Moreno,11
3112,Mandarin Oriental,11
1036,Casa 47,11
4608,Signal Iduna Park,11
351,Aracena,11
344,Aqil,11
340,Ap7,11
4601,Sierra De Urbasa,11
3121,Manta,11
1362,Concepción Cedillo,11
2952,Llodio,11
2947,Lle,11
4773,Teatro Cervantes,11
4769,Teatre,11
4763,Tavira,11
4761,Tauste,11
271,Alpes De Alta Provenza,11
263,Almonte-Doñana,11
3086,Maig,11
4636,Sky Stadium,11
4629,Sistema Ibérico,11
4626,Sistema De Emergencias Médicas,11
1872,Estadio Nacional,11
1869,Estadio Eden Park,11
1864,Estadio Civitas Metropolitano,11
2982,Los Cristianos,11
1084,Castilla-La Mancha Media,11
1077,Castellón De La Plana,11
4730,Tafalla,11
3654,Olías Del Rey,11
3649,Olloniego,11
531,Ayuntamiento De Fuengirola,11
530,Ayuntamiento De Estepona,11
4141,Puerto De La Cruz,11
1373,Congreso Federal De Sevilla,11
1029,Carrús,11
3004,Los Álamos,11
3001,Los Rosales-Tocina,11
2310,Gr Yaris,11
2307,Govern,11
1471,Cruzcampo Pilsen,11
1467,Cruces De Mayo,11
728,Berdiansk,11
4101,Provincia De Valladolid,11
3007,Lotería De Navidad,11
4698,Sundance,11
2285,Gobierno Pp-Vox,11
3065,Madrid Destino,11
312,Anboto,11
305,Amposta,11
4654,Son Banya,11
4652,Somontano,11
4650,Somarriba,11
3072,Madrid-Barcelona,11
3071,Madrid-,11
3675,Oregón,11
4128,Puerta De Atocha,11
1061,Cascais,11
3037,Línea 11 De Metro,11
2300,Goplaya,11
3044,M-45,11
2459,Hospital Nasser,11
2441,Hospital 12 De Octubre De Madrid,11
2466,Hospital Universitario De Guadalajara,11
5229,Yoris,11
3872,Peraleda,11
1678,Ecofin,11
5234,Yusi,11
1281,Civitas Metropolitano De Madrid,11
3907,Piedras,11
